Year,Economy,EconomyCode,Region,IncomeGroup,What is the legal age of marriage for girls?,Legal Bases,Are there any exceptions to the legal age of marriage?,Legal Bases,Is marriage under the legal age void or explicitly prohibited?,Legal Bases,Are there penalties for authorizing or entering into child or early marriage?,Legal Bases,Does the legislation establish clear criminal penalties for domestic violence?,Legal Bases,Is there a specialized court or procedure for cases of domestic violence?,Legal Bases,Can a woman obtain a national identity card in the same way as a married man? ,Legal Bases,Is customary law a valid source of law under the constitution?,Legal Bases,"If customary law is a valid source of law under the constitution, is it considered invalid if it violates constitutional provisions on nondiscrimination or equality?",Legal Bases
2020,Malaysia,MYS,East Asia & Pacific,Upper middle income,..,"Islamic Family Law (Federal Territories) Act, Secs. 8 and 13",Yes,"Islamic Family Law (Federal Territories) Act, Sec. 8",Yes,"Islamic Family Law (Federal Territories) Act, Secs. 11, 12(1) and 33(6)",Yes,"Islamic Family Law (Federal Territories) Act, Sec. 40(2)",Yes,"Domestic Violence Act, Sec. 3",Yes,"Domestic Violence Act, Secs. 5-6 and 10-11",Yes,ID card application procedures; ID card application form,Yes,"Constitution of Malaysia, Arts. 76(2) and 161(5)",No,"Constitution of Malaysia, Arts. 76(2) and 161(5)"
2020,Maldives,MDV,South Asia,Upper middle income,18,"Family Act, Sec. 4(a)",Yes,"Family Act, Secs. 4(b) and 9",Yes,"Family Act, Sec. 13",Yes,"Family Act, Sec. 70",Yes,"Domestic Violence Act, Sec. 35(e)",Yes,"Domestic Violence Act, Secs. 24, 25 and 31",Yes,ID card application form; Regulation on Issuance of National Identity Card,No,Constitution of the Republic of Maldives,N/A,
2020,Mali,MLI,Sub-Saharan Africa,Low income,16,"Code des Personnes et de la Famille, Art. 281",Yes,"Code des Personnes et de la Famille, Art. 281",Yes,"Code des Personnes et de la Famille, Art. 314",Yes,"Code des Personnes et de la Famille, Arts. 282 et 287",No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,ID card application procedures; Décret No. 14/PG?RM du 9/1/88 portant Institution et Règlementation de la Délivrance de la Carte D’Identité et de la Carte Consulaire,No,Constitution du Mali,N/A,
2020,Malta,MLT,Middle East & North Africa,High income,18,"Marriage Act, Art. 3; Civil Code, Art. 150",Yes,"Marriage Act, Art. 3",Yes,"Marriage Act, Art. 3(1)",No,No applicable provisions could be located,Yes,"Criminal Code, Arts. 202(h), 251BA(5) and 222(1)(a)",No,No applicable provisions could be located,Yes,Identity Card and Other Documents Act; ID card application form,No,Constitution of Malta,N/A,
2020,Marshall Islands,MHL,East Asia & Pacific,Upper middle income,18,"Birth, Death and Marriage Registration (amendment) Act, Sec. 2",No,No applicable provisions could be located,Yes,"Birth, Death and Marriage Registration (amendment) Act, Sec. 428; Domestic Relations Act, Sec. 112",No,No applicable provisions could be located,Yes,"Domestic Prevention and Protection (Amendment) Act, Sec. 905",Yes,"Domestic Violence Prevention and Protection Act, Part IV; Domestic Prevention and Protection (Amendment) Act, Secs. 916-920",Yes,ID card application procedures; ID card application form ,Yes,"Constitution of the Republic of the Marshall Islands, Arts. 6(4) and 10",Yes,"Constitution of the Republic of the Marshall Islands, Art. X"
2020,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,..,"Code du Statut Personnel, Art. 9",Yes,"Code du Statut Personnel, Arts. 6 (1)",No,No applicable provisions could be located,No,No applicable provisions could be located,No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,"Décret n° 2012-030 abrogeant et remplaçant le décret n° 2000.028 du 19 mars 2000, instituant une carte nationale d’identité et fixant les conditions de sa délivrance, Arts. 3 et 9",No,Constitution de la République Islamique de Mauritanie,N/A,
2020,Mauritius,MUS,Sub-Saharan Africa,High income,18,"Civil Code, Sec. 144",Yes,"Civil Code, Sec. 145",Yes,"Civil Code, Secs. 182 and 183",Yes,"Civil Status Act, Secs. 27(1) and 64",Yes,"The Protection from Domestic Violence (Amendment) Act 2016, Sec. 13(a(2))",Yes,"Protection from Domestic Violence Act 1997, Secs. 3 and 14-17",Yes,"National Identity Card Act, Arts. 4 and 5; ID card application procedures",Yes,"Constitution of the Republic of Mauritius, Art. 16(4)",No,"Constitution of the Republic of Mauritius, Art. 16(4)"
2020,Mexico,MEX,Latin America & Caribbean,Upper middle income,18,"Código Civil para el Distrito Federal, Art. 148; Ley General de los Derechos de las Niñas, Niños y Adolescentes, Art. 45",No,No applicable provisions could be located,Yes,"Código Civil para el Distrito Fedral, Arts. 156(I) y 235(II)",Yes,"Código Civil para el Distrito Federal, Art. 110",Yes,"Código Penal Federal, Arts. 343 bis - 343 ter",Yes,"Ley General de Acceso de las Mujeres a una Vida Libre de Violencia, Titulo II, Cap. VI",N/A,No applicable provisions could be located ,No,Constitución Política de los Estados Unidos Mexicanos,N/A,
2020,"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,18,"Code of the State of Pohnpei, Title 51, Ch. 2, Sec. 2-106",Yes,"Code of the State of Pohnpei, Title 51, Ch. 2, 2-101(1)",Yes,"Pohnpei Code Amendment L.B. No. 400-18, §2-106",No,No applicable provisions could be located,Yes,"Pohnpei Code Amendment L.B. No. 88-16, Chap.1(1-103) (2)(3)",No,No applicable provisions could be located,N/A,No applicable provisions could be located,Yes,"Constitution of the Federated States of Micronesia, Art. 5(1)",No,"Constitution of the Federated States of Micronesia, Art. V, Secs. 1-2; Constitution of the State of Pohnpei, Art. V, Sec. 2"
2020,Moldova,MDA,Europe & Central Asia,Lower middle income,18,"Family Code, Art. 14(1)",Yes,"Family Code, Art. 14(2)",Yes,"Family Code, Arts. 41(1)(a) and 42(1)(a)",No,No applicable provisions could be located,Yes,"Criminal Code, Art. 201-1",Yes,"Civil Procedure Code, Chapter XXII-2; Law on Preventing and Combating Family Violence, Ch. III",Yes,"Law on the Identity Documents of the National Passport System, Art. 4 (1-3)",No,Constitution of the Republic of Moldova,N/A,
2020,Mongolia,MNG,East Asia & Pacific,Lower middle income,18,"Family Law, Art. 6.1",No,No applicable provisions could be located,Yes,"Family Law, Arts. 9.1.2 and 16",No,No applicable provisions could be located,Yes,"Criminal Code, Art. 11.7",Yes,"Law on Combating Domestic Violence, Art. 34.1.3; Law on Victims and Witnesses Protection",Yes,"Citizen's Registration Law, December 14, 1999, Arts. 22.4 and 28; Civil registration application procedures",No,Constitution of Mongolia,N/A,
2020,Montenegro,MNE,Europe & Central Asia,Upper middle income,18,"Family Law, Art. 24",Yes,"Family Law, Art. 24",Yes,"Family Law, Art. 54",Yes,"Criminal Code, Arts. 214-216",Yes,"Criminal Code, Art. 220; Law on Domestic Violence Protection, Art. 36",Yes,"Criminal Code, Arts. 77a and 77b; Law on Domestic Violence Protection, Part II, Sec. 3",Yes,"Identification Card Act, Art. 2; ID card application procedures",No,Constitution of Montenegro,N/A,
2020,Morocco,MAR,Middle East & North Africa,Lower middle income,18,"Code de la Famille, Art. 19",Yes,"Code de la Famille, Arts. 20 et 21",No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,"Loi No. 103-13 du 22 février 2018 relative à la lutte contre les violences faites aux femmes, Art. 2, modifiant Code Pénal, Art. 404",No,No applicable provisions could be located,Yes,"Loi No. 35-6 Instituant la Carte d'Indentité Nationale Electronique, Art. 3; ID card application procedures",No,"Constitution du Royaume du Maroc, 2011",N/A,
2020,Mozambique,MOZ,Sub-Saharan Africa,Low income,18,"Family Law No. 22/2019, Arts. 21(2) and 32",Yes,"Family Law No. 22/2019, Art. 39 (3)",Yes,"Family Law No. 22/2019, Art. 60",No,No applicable provisions could be located,Yes,"Law No. 29/2009 on Domestic Violence Perpetrated Against Women, Ch. II and III; Criminal Code No. 35/2014, Art. 245 and Ch. IX",Yes,"Law No. 29/2009 on Domestic Violence Perpetrated Against Women, Ch. IV",Yes,"ID card application procedures; Decree No. 11/2008, Arts. 1, 2 and 3",Yes,"Constitution of the Republic of Mozambique, Arts. 4 and 118",Yes,"Constitution of the Republic of Mozambique, Art. 4"
2020,Myanmar,MMR,East Asia & Pacific,Lower middle income,18,"Child Rights Law, Sec. 23",..,;,No,No applicable provisions could be located,No,No applicable provisions could be located,No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,"ID card application procedures; Burma Citizenship Law, Sec. 9",Yes,"Constitution of the Republic of the Union of Myanmar, 2008, Arts. 446 and 447",Yes,"Constitution of the Republic of the Union of Myanmar, 2008, Arts. 446 and 447      "
2020,Namibia,NAM,Sub-Saharan Africa,Upper middle income,21,"Marriage Act 25 of 1961, Sec. 24(2); Child Care and Protection Act, 2015, Sec. 10(10)",Yes,"Child Care and Protection Act, 2015, Sec. 10(10); Married Persons Equality Act, 1996, Sec. 24",No,No applicable provisions could be located,Yes,"Marriage Act 25 of 1961, Sec. 35; Child Care and Protection Act, 2015, Sec. 226(3)",Yes,"Combating of Domestic Violence Act, 2003, Sec. 21",Yes,"Combating of Domestic Violence Act, 2003, Secs. 6(4)-(6), 7(3)-(4) and 14",No,"Identification Act of 1996, Art. 5(3); ID card application procedures",Yes,"Constitution of the Republic of Namibia, Arts. 4(3) and 66",Yes,"Constitution of the Republic of Namibia, Art. 66(1)"
2020,Nepal,NPL,South Asia,Lower middle income,20,"Marriage Registration Act, 2028 (1971), Sec. 4(c); National Civil (Code) Act, 2017, Sec. 70(1)(d)",No,No applicable provisions could be located,Yes,"National Penal (Code) Act, 2074 (2017), Sec. 173(1)(2); National Civil (Code) Act, 2074 (2017), Sec. 73(1)",Yes,"Marriage Registration Act, 2028 (1971), Sec. 13; National Penal (Code) Act, 2074 (2017), Sec. 173(3)",Yes,"Domestic Violence (Crime and Punishment) Act, 2066 (2009), Sec. 13",Yes,"Domestic Violence (Crime and Punishment) Act, 2066 (2009), Secs. 6-7 and 9(2)",N/A,No applicable provisions could be located,No,Constitution of Nepal,N/A,
2020,Netherlands,NLD,High income: OECD,High income,18,"Civil Code, Art. 1:31",Yes,"Civil Code, Art. 1:31(2)-(3)",Yes,"Civil Code, Arts. 1:50, 1:53(1) and 1:74",Yes,"Criminal Code, Art. 379(2)",Yes,"Criminal Code, Art. 304(1)",No,No applicable provisions could be located,Yes,ID card application procedures; ID card application form,No,Constitution of the Kingdom of the Netherlands,N/A,
2020,New Zealand,NZL,High income: OECD,High income,18,"Marriage Act, Secs. 17 and 18",Yes,"Marriage Act, Secs. 17-19",Yes,"Family Proceedings Act, Sec. 31(1)(a)(ia)-(ic)",Yes,"Marriage Act, Secs. 58 and 60",Yes,"Family Violence (Amendments) Act, Sec. 194A ",Yes,"Family Violence Act 2018, Part 6",N/A,No applicable provisions could be located ,No,Constitution Act of New Zealand 1986,N/A,
2020,Nicaragua,NIC,Latin America & Caribbean,Lower middle income,18,"Código de Familia, Art. 54",Yes,"Código de Familia, Arts. 54, 57(a) y 58(c)",Yes,"Código de Familia, Arts. 57-61",Yes,"Código de Familia, Art. 158",Yes,"Código Penal, Arts. 37, 155 y 172; Ley Integral contra la Violencia hacia las Mujeres Núm. 779, Arts. 10-13",Yes,"Ley Integral contra la Violencia hacia las Mujeres Núm. 779, Art. 30 y Tit. VI",Yes,"Ley Núm.152 de Identificación Ciudadana, Arts. 3 y 17",No,Constitución Política de la República de Nicaragua,N/A,
2020,Niger,NER,Sub-Saharan Africa,Low income,21,"Code Civil, Arts. 148 et 388",Yes,"Code Civil, Arts. 144,145, 148 et 158",Yes,"Code Civil, Arts. 184 et 190",Yes,"Code Civil, Arts. 156, 157 et 192",No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,"Décret No. 64-193/MI du 9 Octobre 1964 Instituant une Carte d'Identité Obligatoire, Arts. 1 and 3 ",Yes,"Constitution de la VIIème République, Arts. 99 et 167",Yes,"Constitution de la VIIème République, Arts. 99 et 167"
2020,Nigeria,NGA,Sub-Saharan Africa,Lower middle income,21,"Marriage Act, Sec. 18",Yes,"Marriage Act, Sec. 18",Yes,"Child Rights Act 2003, Sec. 20-21",Yes,"Child Rights Act 2003, Sec. 23",No,No applicable provisions could be located,Yes,"Protection Against Domestic Violence Law 2007, Secs. 5-12",Yes,"National Identity Management Commission Act, Art. 16; ID card application procedures",Yes,"Constitution of the Federal Republic of Nigeria, Arts. 265 and 280",Yes,"Constitution of the Federal Republic of Nigeria, Arts. 1(3) and 42"
2020,North Macedonia,MKD,Europe & Central Asia,Upper middle income,18,"Family Law, Art. 16",Yes,"Family Law, Art. 16",Yes,"Family Law, Arts. 35 and 38",Yes,"Criminal Code, Art. 196",Yes,"Criminal Code, Arts. 123(2), 125, 130(2), 131(2 and 6), 139(2), 140(2) and 144(2)",Yes,"Law on Prevention, Suppression and Protection from Domestic Violence, Sec. V",Yes,"Law on ID Card, Art. 2; ID card application form; ID card issuance procedure",No,Constitution of the Republic of Macedonia,N/A,
2020,Norway,NOR,High income: OECD,High income,18,"The Marriage Act, Sec. 1a",No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,"Criminal Code, Sec. 262",Yes,"Criminal Code, Sec. 282",No,No applicable provisions could be located,N/A,No applicable provisions could be located  ,No,Constitution of Norway,N/A,
2020,Oman,OMN,Middle East & North Africa,High income,..,"Personal Status Law, Arts. 7, 10, 16 and 19",Yes,"Personal Status Law, Art. 10(c)",No,No applicable provisions could be located,No,No applicable provisions could be located,No,No applicable provisions could be located,No,No applicable provisions could be located,No,"Civil Status Law, Art. 42; Civil Status, Ch. 8",No,Basic Statute of the State of Oman,N/A,
2020,Pakistan,PAK,South Asia,Lower middle income,18,"The Sindh Child Marriages Restraint Act, 2013, Secs. 2(a) and 3",No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,"The Sindh Child Marriages Restraint Act, 2013, Secs. 3-5 and 7; Pakistan Penal Code 1860, Sec. 310-A",Yes,"The Domestic Violence (Prevention and Protection) Act, 2013, Sec. 6",Yes,"The Domestic Violence (Prevention and Protection) Act, 2013, Secs. 7-11",Yes,"ID card application procedures; The National Database and Registration Authority Ordinance, 2000",Yes,"Constitution of the Islamic Republic of Pakistan, Art. 8",Yes,"Constitution of the Islamic Republic of Pakistan, Art. 8"
2020,Palau,PLW,East Asia & Pacific,High income,18,"Palau Consolidated Legislation (Domestic Relations), Sec. 201(a)",Yes,"Palau Consolidated Legislation (Domestic Relations), Sec. 201(a)",Yes,"Palau Consolidated Legislation (Domestic Relations), Secs. 201(a) and 311",No,No applicable provisions could be located,Yes,"Palau Family Protection Act, Sec. 3 (amending the Palau National Code, Sec. 806 (e)(1),(2))",Yes,"Palau Family Protection Act, Sec. 3 (amending the Palau National Code, Secs. 821-828)",N/A,No applicable provisions could be located ,Yes,"Constitution of the Republic of Palau, Art. 5",No,"Constitution of the Republic of Palau, Art. V, Sec. 2"
2020,Panama,PAN,Latin America & Caribbean,High income,18,"Ley No. 30 de 2015, Arts. 1-2",No,No applicable provisions could be located,Yes,"Código de la Família, Arts. 224(2) y 225; Ley No. 30 de 2015, Art. 1",Yes,"Código Penal, Arts. 209-210",Yes,"Código Penal, Arts. 200 y 201; Ley No. 82, Art. 43",Yes,"Ley No. 38, Cap. 3; Ley No. 82, Cap. IX",Yes,"Ley Núm. 83 sobre Cédula de Identidad Personal, Arts. 2 y 6; ID card application procedures",No,Constitución Política de la República de Panamá,N/A,
2020,Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,21,"Marriage Act, Secs. 1(1) and 8(1)",Yes,"Marriage Act, Secs. 7-9 and 11",Yes,"Marriage Act, Sec. 17(1)(e)",Yes,"Marriage Act, Sec. 58(1)-(2); Criminal Code Act, Sec. 462(5)(l)",Yes,"Family Protection Act, Sec. 6",Yes,"Family Protection Act, Secs. 11, 16-17 and 22",Yes,"ID card application form; Civil Registration (Amendment) Act, Secs. 37C(4) and 37D(3)",Yes,"Constitution of the Independent State of Papua New Guinea, Arts. 9, 60 and 172, and Schedule 2.1.1",Yes,"Constitution of the Independent State of Papua New Guinea, Schedule 2.1.1.(2)"
2020,Paraguay,PRY,Latin America & Caribbean,Upper middle income,18,"Ley No. 5419/15, Art. 1",Yes,"Ley No. 5419/15, Art. 1(20)",Yes,"Código Civil, Art. 181(b); Ley No. 5419/15, Art. 1",No,No applicable provisions could be located,Yes,"Ley No. 5777/16 de Protección Integral para las Mujeres contra la Violencia, Art. 50; Ley No. 1600/00 contra la Violencia Doméstica, Art. 10",Yes,"Ley No. 1600/00 contra la Violencia Doméstica, Arts. 4-8",Yes,ID card application procedures ,No,Constitución Política de la República de Paraguay,N/A,
2020,Peru,PER,Latin America & Caribbean,Upper middle income,18,"Código Civil, Arts. 42, 241(1) y 244; Ley No. 27337, Art. I",Yes,"Código Civil, Arts. 241(1) y 244; Ley No. 27337, Arts. I y 113",Yes,"Código Civil, Arts. 241(1) y 277",Yes,"Código Penal, Art. 141; Código Civil, Art. 247",Yes,"Código Penal, Arts. 107, 121-B, 122-B y 170(2)",Yes,"Ley No. 30364, Título II",Yes,"Ley No. 26497 Orgánica del Registro Nacional de Identificación y Estado Civil, Art. 31; ID card application procedures",No,Constitución Política del Perú,N/A,
2020,Philippines,PHL,East Asia & Pacific,Lower middle income,25,"Family Code, Arts. 14-15",Yes,"Family Code, Arts. 14-15",Yes,"Family Code, Arts. 35(1) and 45(1)",Yes,"Penal Code, Arts. 350 and 352; Family Code, Art. 16",Yes,"Anti-Violence Against Women and Their Children Act, Sec. 6",Yes,"Anti-Violence Against Women and Their Children Act, Secs. 7, 13 and 35(b),(d)",N/A,No applicable provisions could be located,No,The 1987 Constitution of the Republic of the Philippines,N/A,
2020,Poland,POL,High income: OECD,High income,18,"Family and Guardianship Code, Art. 10(1)",Yes,"Family and Guardianship Code, Arts. 10(1) and (3)",Yes,"Family and Guardianship Code, Art. 10(2)",No,No applicable provisions could be located,Yes,"Penal Code, Art. 207",Yes,"Act of 29 July 2005 on Counteraction of Domestic Violence, Art. 9d; Ordinance of the Council of Ministers of 13 September 2011 Concerning the Blue Cards Procedure",Yes,"Law on Identity Cards (2010 with amendments 2019.653), Arts. 5(1) and 6(1)",No,Constitution of the Republic of Poland,N/A,
2020,Portugal,PRT,High income: OECD,High income,18,"Civil Code, Arts. 130, 1597(2) and 1612(1)",Yes,"Civil code, Arts. 1597(2), 1601(a) and 1612  ",Yes,"Civil Code, Arts. 1601(a), 1631(a) and 1639",No,No applicable provisions could be located,Yes,"Penal Code, Art. 152(1)-(3)",Yes,"Law No. 112/2009, Arts. 28-29; Penal Code, Art 152 (1)- (3)     ",Yes,"Law No. 7/2007, Art. 3; ID card application procedures",No,Constitution of the Portuguese Republic,N/A,
2020,Puerto Rico (U.S.),PRI,Latin America & Caribbean,High income,21,"Código Civil,  Arts. 97 y 378",Yes,"Código Civil, Arts. 380(b) y 381",Yes,"Código Civil, Arts. 403 y 406(a)",Yes,"Código Penal, Arts. 114 y 115",Yes,"Ley para la Prevención e Intervención con la Violencia Doméstica, Arts. 3.1 y 3.5",Yes,"Ley para la Prevención e Intervención con la Violencia Doméstica, Arts. 2.2 y 2.3; Ley No. 30 de 2011",N/A,No applicable provisions could be located ,No,Constitución del Estado Libre Asociado de Puerto Rico,N/A,
2020,Qatar,QAT,Middle East & North Africa,High income,..,"Family Law, Arts. 12, 26, 28 and 29",Yes,"Family Law, Art. 17",Yes,"Family Law, Arts. 11, 17 and 52",No,No applicable provisions could be located,No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,"Law on Identity Cards, Art. 2; ID card application form",No,Constitution of Qatar,N/A,
2020,Romania,ROM,Europe & Central Asia,High income,18,"Civil Code, Art. 272(1)",Yes,"Civil Code, Art. 272(2)-(5)",Yes,"Civil Code, Arts. 294 and 297",No,No applicable provisions could be located,Yes,"Criminal Code, Art. 199",Yes,"Law No. 217/2003 on Preventing and Combating Domestic Violence, as amended by Law No. 174/2018 on Preventing and Combating Domestic Violence, Ch. III^1 and IV",Yes,"ID Card Application and Issuance Procedure; Emergency Ordinance No. 97/2005 Regarding the Record, the Domicile, the Residence and the Identity Documents of the Romanian Citizens, Art. 12",No,Constitution of Romania,N/A,
2020,Russian Federation,RUS,Europe & Central Asia,Upper middle income,18,"Family Code, Art. 13(1)",Yes,"Family Code, Art. 13(2); Law No. 61/2008-OZ",Yes,"Family Code, Arts. 27(1) and 28",No,No applicable provisions could be located,No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,"Regulation No. 828 on the Passport of a Citizen, Arts. 4 and 11; Passport application form",No,Constitution of the Russian Federation,N/A,
2020,Rwanda,RWA,Sub-Saharan Africa,Low income,21,"Law Governing Persons and Family, Art. 168",No,No applicable provisions could be located,Yes,"Law Governing Persons and Family, Art. 193(1); Penal Code, Art. 194",Yes,"Penal Code, Arts. 194 and 195",Yes,"Law on Prevention and Punishment of Gender-Based Violence, Ch. III, Sec. 2",Yes,"Law on Prevention and Punishment of Gender-Based Violence, Ch. III, Sec. 1",Yes,Law No. 14/28 Governing Registration of the Population and Issuance of the National Identity Card; ID card application procedures,Yes,"Constitution of the Republic of Rwanda of 2003 Revised in 2015, Art. 176",Yes,"Constitution of the Republic of Rwanda of 2003 Revised in 2015, Art. 176"
2020,Samoa,WSM,East Asia & Pacific,Upper middle income,19,"Marriage Ordinance 1961, Sec. 10(1)",Yes,"Marriage Ordinance 1961, Secs. 9 and 10",No,No applicable provisions could be located,Yes,"Marriage Ordinance 1961, Secs. 30 and 33",No,No applicable provisions could be located,Yes,"Family Safety Act, Secs. 8, 10 and 19",N/A,No applicable provisions could be located ,Yes,"Constitution of the Independent State of Samoa, Art. 111",Yes,"Constitution of the Independent State of Samoa, Art. 111"
2020,San Marino,SMR,Europe & Central Asia,High income,18,"Reform of Family Law, Art. 4; Law on the Age of Majority, Art. 1",Yes,"Reform of Family Law, Art. 4",Yes,"Reform of Family Law, Art. 132",No,No applicable provisions could be located,Yes,"Prevention and Repression of Violence against Women and Gender-Based Violence Law No. 97 of 2008, Arts. 5, 6 and 10; Law 6 May 2016 No. 57, Arts. 12 and 16",Yes,"Prevention and Repression of Violence against Women and Gender-Based Violence Law No. 97 of 2008, Art. 28",Yes,"Delegated Decree No. 105 of 16 August 2016, Art. 2",Yes,"Declaration of Citizen Rights and the Fundamental Principles of the Juridical Order of San Marino, Art. 3bis",Yes,"Declaration of Citizen Rights and the Fundamental Principles of the Juridical Order of San Marino, Art. 3bis"
2020,São Tomé and Príncipe,STP,Sub-Saharan Africa,Lower middle income,18,"Regulation of Family Institutions, Art. 3(1); Family Code, Arts. 20 and 22(d)",Yes,"Regulation of Family Institutions, Art. 3(2)-(4)",Yes,"Family Code, Arts. 20 and 22(d)",No,No applicable provisions could be located,Yes,"Law on Domestic and Family Violence, Arts. 13-20",Yes,"Law on Domestic and Family Violence, Arts. 21-23",Yes,"Civil Identification Law, Decree No. 251/71, Art. 11",No,Constitution of the Democratic Republic of Sao Tome and Principe,N/A,
2020,Saudi Arabia,SAU,Middle East & North Africa,High income,..,;,Yes,Ministry Circular No. 13(T)7969,No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,"Law on Protection from Harm, Art. 13",No,No applicable provisions could be located,No,"Civil Status Law, Art. 67; ID card application form",No,Basic Law of Governance of Saudi Arabia,N/A,
2020,Senegal,SEN,Sub-Saharan Africa,Lower middle income,18,"Code de la Famille, Arts. 109 et 276",Yes,"Code de la Famille, Arts. 109 et 111",Yes,"Code de la Famille, Arts. 138(2) et 141",Yes,"Code Pénal, Art. 173",Yes,"Code Pénal, Arts. 297 bis et 312",No,No applicable provisions could be located,Yes,"Décret No. 216-1536 Portant Application de la Loi No. 2016-9 Instituant une Carte d’Identité Biométrique CEDEAO, Art. 1; ID card application procedures",No,Constitution de la République du Sénégal,N/A,
2020,Serbia,SRB,Europe & Central Asia,Upper middle income,18,"Family Law, Art. 11",Yes,"Family Law, Arts. 11 and 23",Yes,"Family Law, Arts. 23 and 37(1)",No,No applicable provisions could be located,Yes,"Criminal Code, Art. 194",Yes,"Law on the Prevention of Domestic Violence, Arts. 10 and 18-20",Yes,"Law on ID Cards, Arts. 2, 3 and 7; ID card application procedures",No,Constitution of the Republic of Serbia,N/A,
2020,Seychelles,SYC,Sub-Saharan Africa,High income,18,"Civil Status Act, Secs. 40, 46 and 47",Yes,"Civil Status Act, Secs. 40, 46 and 47",Yes,"Matrimonial Causes Act, Sec. 12(1)(a); Civil Status Act, Sec. 50",Yes,"Civil Status Act, Secs. 108(d)(e) and 109",Yes,"Domestic Violence Act 2020, Part V",Yes,"Domestic Violence Act 2020, Sec. 2; Family Violence (Protection of Victims) Act, 2000, Sec. 3",Yes,"National Identity Cards Act, Arts. 4 and 5; ID card application procedures",No,Constitution of the Republic of Seychelles,N/A,
2020,Sierra Leone,SLE,Sub-Saharan Africa,Low income,18,"Child Rights Act 2007, Sec. 34(1)",No,No applicable provisions could be located,Yes,"Child Rights Act 2007, Secs. 34(1) and 34(3)",Yes,"Child Rights Act 2007, Sec. 35",Yes,"Domestic Violence Act 2007, Sec. 2(3)",Yes,"Domestic Violence Act 2007, Secs. 11-23",Yes,"National Civil Registration Act, Art. 14(b)",Yes,"Constitution of Sierra Leone, Art. 170(1) and (2)",No,"Constitution of Sierra Leone, Art. 27(4)"
2020,Singapore,SGP,East Asia & Pacific,High income,21,"Women's Charter, Secs. 2 and 13",Yes,"Women's Charter, Secs. 9, 13, 17(2) and 21(2)",Yes,"Women's Charter, Secs. 9 and 105",Yes,"Women's Charter, Sec. 37 and 40(2)(c)",No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,"National Registration Act, Sec. 5; ID card application procedures",No,Constitution of the Republic of Singapore,N/A,
2020,Slovak Republic,SVK,High income: OECD,High income,18,"Family Act, Sec. 11; Civil Code, Sec. 8",Yes,"Family Act, Sec. 11",Yes,"Family Act, Secs. 11 and 17(b) ",No,No applicable provisions could be located,Yes,"Criminal Code, Secs. 200, 208, 360 and 360a",No,No applicable provisions could be located,Yes,"ID card application procedures;  Law on Identity Cards Act 224/2006, Art. 2(2)",No,Constitution of the Slovak Republic,N/A,
2020,Slovenia,SVN,High income: OECD,High income,18,"Family Code, Arts. 5 and 24",Yes,"Family Code, Art. 24(2)",Yes,"Family Code, Art. 45",No,No applicable provisions could be located,Yes,"Criminal Code, Arts. 171 and 191",Yes,"Domestic Violence Prevention Act, Arts. 22a-22h",Yes,"ID card application procedures; Law on Personal Identity Card, Art. 2",No,Constitution of the Republic of Slovenia,N/A,
2020,Solomon Islands,SLB,East Asia & Pacific,Lower middle income,18,"Islanders' Marriage Act, Sec. 10(3)",Yes,"Islanders' Marriage Act, Sec. 10(1) and (3)",No,No applicable provisions could be located,Yes,"Islanders' Marriage Act, Sec. 10(2)",Yes,"Family Protection Act, Part 6",Yes,"Family Protection Act, Part 3, Div. 1-2 and 6-7",N/A,No applicable provisions could be located ,Yes,"The Constitution of Solomon Islands, Art. 15(5)(d)",No,"The Constitution of Solomon Islands, Art. 15(5)(d)"
2020,Somalia,SOM,Sub-Saharan Africa,Low income,18,"Family Law, Art. 16",Yes,"Family Law, Arts. 16-17",No,No applicable provisions could be located,No,No applicable provisions could be located,No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,ID card application form,Yes,"Provisional Constitution of Somalia, Art. 40(4)",Yes,"Provisional Constitution, Art. 40(4)"
